20021204
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,85.58,85.59,85.65,85.57,0.13,0.15%,85.61,540,"46,229,530"
Au99.99,86,85.95,86,85.8,0.4,0.47%,85.89,61,"5,239,490"
