20120716
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,325.60,326.70,325.45,326.36,2.36,0.0073,326.18,"2,274","741,737,660.00",　,　
Au9999&nbsp;,326.99,326.99,324.61,326.51,2.6,0.008,326.4,"3,052.80","996,447,716.00",　,　
Au100g,323.89,326.75,323.89,326.56,2.67,0.0082,326.21,58,"18,920,502.00",　,　
Au(T+D),327.00,327.00,325.10,326.27,3.51,0.0109,325.95,"12,030","3,921,271,800.00","131,550","10,494&nbsp;"
Pt9995&nbsp;,308.50,308.50,307.75,307.75,1.72,0.0056,308.05,114,"35,118,000.00",　,　
Ag(T+D),5778,5786,5751,5771,43,0.0075,5771,"276,308","1,594,664,358.00","3,108,102","20,280&nbsp;"
