20100519
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,267.00,268.31,265.70,266.46,-0.35,-0.0013,266.69,"4,182","1,115,319,860.00",&nbsp;,&nbsp;
Au9999,269.20,269.20,265.90,266.70,-0.09,-0.0003,266.74,"3,077","820,928,994.00",&nbsp;,&nbsp;
Au100g,266.31,268.80,266.00,266.99,-0.08,-0.0003,266.93,89.2,"23,811,028.00",&nbsp;,&nbsp;
AuT+D,266.55,268.65,265.70,266.45,0.06,0.0002,266.85,"27,432","7,320,289,420.00","126,842","11,686"
Pt9995,384.00,384.00,376.00,376.09,-6.41,-0.0168,377.70,318,"120,111,000.00",&nbsp;,&nbsp;
Ag99.99,"4,255.00","4,255.00","4,250.00","4,251.00",-34.00,-0.0079,"4,251.00",900,"3,826,500.00",60,&nbsp;
Ag(T+D),"4,255.00","4,276.00","4,215.00","4,233.00",-4.00,-0.0009,"4,247.00","199,048","845,473,234.00","632,732","1,020"
