20110427
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,315.50,316.61,314.50,315.89,0.08,0.000,316.24,"3,674","1,161,867,360.00",　,　
Au9999&nbsp;,317.50,317.50,314.28,315.74,-0.33,-0.001,316.32,"2,420.40","765,641,584.00",　,　
Au100g,316.00,317.49,314.50,316.56,0.02,0.000,316.02,122.2,"38,665,006.00",　,　
Au(T+D),315.75,316.50,314.10,315.55,-0.24,-0.001,315.91,"14,388","4,545,415,780.00","110,042","5,318&nbsp;"
Pt9995&nbsp;,394.00,395.75,394.00,395.00,1.41,0.004,395.01,140,"55,301,500.00",　,　
Ag(T+D),9950.00,9969.00,9652.00,9809.00,-91.00,-0.009,9793.00,"1,981,522","19,405,448,966.00","2,578,736",660&nbsp;
