20140618
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,254.00,254.40,253.78,254.12,0.53,0.0021,254.13,"4,718","1,198,996,820.00",　,　
Au9999&nbsp;,253.49,254.58,253.33,254.38,0.63,0.0025,254.21,"22,475.54","5,724,658,212.60",　,　
Au100g,253.21,255.00,253.21,254.00,-0.49,-0.0019,254.32,22.2,"5,646,000.00",　,　
Au(T+D),253.08,254.39,253.03,253.99,-0.34,-0.0013,254.03,"23,654","6,009,028,100.00","138,512","7,782"
mAu(T+D),253.28,254.40,253.11,254.18,-0.20,-0.0008,253.98,"2,168.80","550,835,020.00","103,058","8,026"
Pt9995&nbsp;,302.5,302.5,302,302.5,2,0.0067,302.32,88,"26,605,000.00",　,　
Ag(T+D),4098,4122,4096,4116,2,0.0005,4114,"619,596","2,549,094,340.00","5,172,288",420
