20111216
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,325.00,329.20,321.50,329.20,6.93,0.0215,326.33,"6,072","1,981,493,300.00",　,　
Au9999&nbsp;,328.00,329.50,321.70,329.42,7.14,0.0222,326.48,"8,901.80","2,906,271,588.00",　,　
Au100g,325.60,329.40,322.20,329.40,5.51,0.017,326.44,161,"52,557,698.00",　,　
Au(T+D),326.79,328.83,320.85,328.80,2.21,0.0068,325.45,"39,066","12,714,136,240.00","146,064","13,594&nbsp;"
Pt9995&nbsp;,304.00,306.00,302.50,305.82,6.11,0.0204,304.34,386,"117,479,000.00",　,　
Ag(T+D),6190,6296,6052,6271,68,0.011,6182,"1,318,858","8,153,464,254.00","2,224,140","19,770&nbsp;"
