20100120
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,250.26,252.79,250.26,251.61,-1.01,-0.004,252.32,97.2,"24,518,228.00",&nbsp;,&nbsp;
Au9995,250.35,252.22,250.20,250.88,-1.37,-0.0054,251.42,"4,692","1,179,707,960.00",&nbsp;,&nbsp;
Au9999,252.35,252.59,249.55,251.00,-1.35,-0.0053,251.35,"4,080.40","1,025,635,380.00",&nbsp;,&nbsp;
Pt9995,369.50,375.00,369.50,374.93,1.93,0.0052,372.65,194,"72,239,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,188.00","4,235.00","4,185.00","4,203.00",-16.00,-0.0038,"4,206.00","100,398","422,298,232.00","417,658","1,710"
AuT+D,249.68,252.50,249.35,250.70,-1.29,-0.0051,250.98,"10,898","2,735,220,920.00","113,502",64
Au(T+N1),250.90,250.90,250.90,250.90,-0.50,-0.002,250.90,4,"1,003,600.00",34,&nbsp;
