20190620
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,306.00,309.30,306.00,308.53,6.63,2.20%,308.76,688.00,"212,427,920.00",-,,
Au99.99,305.30,310.00,301.01,308.58,6.37,2.11%,308.75,"31,599.82","9,091,688,488.80",-,,
Au100g,300.82,309.69,300.82,308.67,6.64,2.20%,307.57,106.00,"32,602,426.00",-,,
iAu99.99,298.00,306.28,298.00,305.29,6.61,2.21%,305.36,"11,609.84","3,545,291,614.20",-,,
Au(T+D),301.32,311.95,301.32,308.30,5.91,1.95%,306.97,"125,950.00","38,662,973,280.00","300,416",多支付给空,"18,342"
Au(T+N1),307.45,316.00,307.10,314.80,5.30,1.71%,314.75,227.80,"71,701,310.00","11,426",多支付给空,
Au(T+N2),303.90,313.60,303.60,310.60,6.50,2.14%,310.45,"1,188.80","369,093,710.00","428,538",多支付给空,"15,000"
mAu(T+D),301.60,311.71,301.47,308.49,6.05,2.00%,307.16,"14,510.60","4,457,102,056.00","727,604",多支付给空,"27,180"
Pt99.95,186.45,186.85,186.30,186.37,2.37,1.29%,186.39,42.00,"7,828,700.00",-,,
Ag(T+D),"3,588","3,664","3,586","3,649",58,1.62%,"3,635","7,148,328.00","25,986,282,216.00","12,902,276",多支付给空,"344,760"
PGC30g,309.00,309.00,304.00,308.88,5.70,1.88%,308.52,1.14,"351,720.00",-,,
