20100518
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,268.70,269.53,266.50,266.81,-4.91,-0.0181,268.89,"4,838","1,300,907,680.00",&nbsp;,&nbsp;
Au9999,272.00,272.00,266.66,266.79,-5.04,-0.0185,269.15,"2,509.20","675,364,568.00",&nbsp;,&nbsp;
Au100g,269.66,272.40,267.00,267.07,-4.92,-0.0181,269.65,113.2,"30,525,498.00",&nbsp;,&nbsp;
AuT+D,270.11,271.45,266.36,266.39,-5.11,-0.0188,269.10,"31,360","8,438,978,540.00","128,074","7,942"
Pt9995,385.50,385.50,377.50,382.50,-3.50,-0.0091,382.79,228,"87,277,000.00",&nbsp;,&nbsp;
Ag99.99,"4,290.00","4,290.00","4,280.00","4,285.00",-35.00,-0.0081,"4,285.00","1,800","7,713,000.00",120,&nbsp;
Ag(T+D),"4,311.00","4,335.00","4,237.00","4,237.00",-77.00,-0.0178,"4,279.00","276,038","1,181,422,194.00","659,684",600
