20100708
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,261.50,265.00,261.50,264.15,3.08,0.012,263.69,33.2,"8,754,728.00",&nbsp;,&nbsp;
Au9995,260.50,263.38,260.45,263.00,2.82,0.011,262.77,"2,496","655,895,560.00",&nbsp;,&nbsp;
Au9999,261.50,263.60,260.50,263.18,3.05,0.012,262.99,"1,584.80","416,888,680.00",&nbsp;,&nbsp;
Pt9995,343.00,347.00,343.00,347.00,6.15,0.018,346.13,46,"15,922,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,119.00","4,160.00","4,114.00","4,150.00",41.00,0.01,"4,140.00","182,234","754,505,276.00","809,434",&nbsp;
AuT+D,259.99,263.40,259.80,262.80,2.88,0.011,261.85,"16,732","4,381,439,800.00","110,030","7,386"
