20130620
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,269.32,269.36,266.00,266.09,-8.22,-0.03,268.78,"2,172","583,798,240.00",　,　
Au9999&nbsp;,274.83,275.00,265.00,266.48,-7.77,-0.0283,268.83,"21,775.60","5,854,072,326.00",　,　
Au100g&nbsp;,275.00,275.60,266.50,267.00,-7.58,-0.0276,269.79,189.8,"51,207,080.00",　,　
Au(T+D)&nbsp;,274.50,275.20,265.01,266.40,-7.48,-0.0273,269.54,"42,812","11,539,733,120.00","206,280","21,546&nbsp;"
Pt9995&nbsp;,298.50,298.50,292.50,293.32,-5.2,-0.0174,293.85,982,"288,568,300.00",　,　
Ag99.99&nbsp;,4290,4290,4260,4277,-93,-0.0213,4277,"1,230","5,260,800.00",82,　
Ag(T+D)&nbsp;,4361,4383,4151,4179,-181,-0.0415,4272,"2,741,520","11,712,179,594.00","3,411,658","4,440&nbsp;"
