20100520
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,263.85,263.85,260.00,261.05,-5.41,-0.0203,261.48,"4,042","1,056,916,000.00",&nbsp;,&nbsp;
Au9999,266.99,266.99,260.00,261.24,-5.46,-0.0205,262.29,"2,847.60","747,053,912.00",&nbsp;,&nbsp;
Au100g,266.00,267.50,260.60,261.80,-5.19,-0.0194,263.16,119.2,"31,369,400.00",&nbsp;,&nbsp;
AuT+D,265.34,265.99,259.81,261.17,-5.28,-0.0198,262.66,"42,012","11,035,134,420.00","124,778","12,896"
Au(T+N1),260.90,260.90,260.90,260.90,5.15,0.0201,260.90,2,"521,800.00",20,&nbsp;
Pt9995,368.50,369.60,358.00,360.00,-16.09,-0.0428,366.62,"1,110","406,951,900.00",&nbsp;,&nbsp;
Ag99.99,"4,160.00","4,160.00","4,160.00","4,160.00",-91.00,-0.0214,"4,160.00","1,200","4,992,000.00",80,&nbsp;
Ag(T+D),"4,215.00","4,234.00","4,111.00","4,129.00",-104.00,-0.0246,"4,164.00","368,326","1,533,879,246.00","592,628","3,210"
