20200120
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,345.20,345.20,344.80,345.02,0.24,0.07%,344.95,462.00,"159,368,540.00",-,,
Au99.99,345.01,345.60,344.00,345.20,0.45,0.13%,345.04,"11,714.10","4,038,227,596.60",-,,
Au100g,345.55,347.95,345.00,345.25,-0.08,-0.02%,345.68,24.00,"8,296,344.00",-,,
iAu99.99,344.00,344.05,343.50,343.57,0.04,0.01%,343.58,3.32,"1,140,686.00",-,,
iAu100g,261.00,261.00,261.00,261.00,0.00,0.00%,261.00,0.20,"52,200.00",-,,
Au(T+D),344.60,345.67,344.33,345.15,0.45,0.13%,345.08,"34,390.00","11,867,341,720.00","248,056",多支付给空,"12,376"
Au(T+N1),347.90,348.15,347.40,348.05,0.80,0.23%,347.75,301.60,"104,884,890.00","143,404",多支付给空,800
Au(T+N2),352.40,352.60,351.95,352.10,0.40,0.11%,352.10,31.20,"10,985,320.00","104,692",多支付给空,400
mAu(T+D),344.89,345.80,344.33,345.22,0.46,0.13%,345.01,"6,279.80","2,166,637,600.00","1,254,702",空支付给多,"34,902"
Pt99.95,232.47,233.13,232.47,232.73,2.63,1.14%,232.73,72.00,"16,757,000.00",-,,
Ag(T+D),"4,261","4,287","4,243","4,261",7,0.16%,"4,263","5,652,470.00","24,098,532,144.00","11,827,252",多支付给空,"252,270"
NYAuTN06,346.20,346.75,345.60,346.20,0.65,0.19%,346.15,99.80,"34,547,760.00","39,796",,
NYAuTN12,350.10,351.00,349.85,350.40,0.75,0.21%,350.40,46.00,"16,119,210.00","20,796",,
PGC30g,350.88,351.29,350.88,351.10,0.38,0.11%,351.10,0.18,"63,198.00",-,,
