20030402
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,89.2,88.97,89.25,88.8,-0.6,-0.67%,88.96,300,"26,688,090"
Au99.99,89.7,89.01,89.7,88.88,-0.69,-0.77%,89.1,552,"49,185,120"
