20120420
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,334.50,335.30,334.35,334.92,0.16,0.0005,334.87,"1,202","402,517,700.00",　,　
Au9999&nbsp;,334.81,336.48,333.50,334.96,0.15,0.0004,334.81,"4,761.20","1,594,136,316.00",　,　
Au100g,336.00,336.90,334.72,336.46,1.11,0.0033,335.55,37.2,"12,482,608.00",　,　
Au(T+D),333.15,336.60,333.15,334.99,0.7,0.0021,334.9,"18,206","6,097,284,900.00","138,918","14,124&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",336.00,336.00,334.50,336.00,0.15,0.0004,335.29,206,"69,071,500.00",　,　
Ag(T+D),6565,6660,6563,6615,39,0.0059,6622,"655,910","4,343,447,294.00","2,383,844","4,350&nbsp;"
