20030219
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,93.38,93.42,93.45,93.33,-0.25,-0.27%,93.39,462,"43,145,800"
Au99.99,93,93.43,93.6,93,-0.64,-0.68%,93.38,306,"28,573,600"
