20120529
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,323.90,323.90,322.82,323.45,-0.68,-0.0021,323.31,"1,914","618,828,760.00",　,　
Au9999&nbsp;,323.99,323.99,322.61,323.55,-0.44,-0.0014,323.13,"3,654.80","1,180,996,956.00",　,　
Au100g,323.25,324.20,323.00,323.87,-0.71,-0.0022,323.43,35.2,"11,384,808.00",　,　
Au50g,323.30,323.30,323.30,323.30,4.50,0.0141,323.30,2,"646,600.00",　,　
Au(T+D),323.15,323.77,322.35,323.52,-0.15,-0.0005,323.16,"13,786","4,455,160,440.00","164,484","4,852&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",307.00,307.75,307.00,307.26,-0.74,-0.0024,307.05,200,"61,411,100.00",　,　
Ag(T+D),5980.00,6001.00,5950.00,5993.00,3.00,0.0005,5974.00,"510,176","3,047,845,624.00","2,826,524","1,980&nbsp;"
