20100610
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,270.50,270.99,269.23,269.39,-1.71,-0.0063,270.18,"2,238","604,678,460.00",&nbsp;,&nbsp;
Au9999,272.30,272.30,269.37,269.62,-1.73,-0.0064,270.28,"1,648.20","445,482,796.00",&nbsp;,&nbsp;
Au100g,271.48,272.67,269.30,269.30,-2.18,-0.008,270.47,43.4,"11,738,754.00",&nbsp;,&nbsp;
AuT+D,271.00,271.50,269.00,269.47,-1.72,-0.0063,270.17,"12,336","3,332,920,380.00","121,706","5,686"
Pt9995,348.50,350.50,348.50,350.09,2.09,0.006,349.41,62,"21,664,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,174.00","4,180.00","4,130.00","4,134.00",-42.00,-0.0101,"4,147.00","124,894","518,020,040.00","559,130",180
