20101217
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au100g,298.00,299.10,296.50,297.53,-0.67,-0.0022,297.93,99.4,"29,614,936.00",　,　
Au9995&nbsp;,296.65,297.45,295.10,296.92,-1.16,-0.0039,297.01,"3,470","1,030,649,940.00",　,　
Au9999&nbsp;,299.00,299.00,295.30,296.81,-1.38,-0.0046,296.97,"9,070.40","2,705,732,362.00",　,　
Pt9995&nbsp;,376.00,378.00,375.00,376.36,1.13,0.003,377.06,264,"99,545,000.00",　,　
Ag(T+D),6431.00,6477.00,6345.00,6440.00,-8,-0.0012,6409,"903,660","5,791,762,866.00","1,464,812",　
Au(T+D),297.00,297.45,294.60,296.45,-1.23,-0.0041,296.18,"24,146","7,151,738,260.00","124,374","6,006&nbsp;"
