20200115
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,343.50,345.50,343.50,344.73,2.85,0.83%,345.13,586.00,"202,250,600.00",-,,
Au99.99,343.98,345.85,342.60,344.97,2.01,0.59%,344.96,"16,776.80","5,621,592,071.60",-,,
Au100g,342.65,346.00,342.00,344.15,1.64,0.48%,344.46,30.40,"10,471,592.00",-,,
iAu99.99,342.00,344.10,342.00,344.00,3.36,0.99%,344.03,"3,279.78","1,128,353,575.00",-,,
Au(T+D),342.77,345.75,342.35,344.94,2.44,0.71%,344.32,"55,300.00","19,041,158,180.00","257,872",空支付给多,"12,886"
Au(T+N1),343.90,348.70,343.90,347.75,1.00,0.29%,346.30,113.00,"39,132,100.00","146,520",多支付给空,
Au(T+N2),349.30,352.55,349.30,352.15,4.65,1.34%,350.95,959.40,"336,696,200.00","104,324",,
mAu(T+D),342.70,345.78,342.60,344.95,2.34,0.68%,344.30,"9,941.80","3,423,008,068.00","1,263,790",空支付给多,"63,100"
Pt99.95,221.30,226.22,221.30,222.55,1.72,0.78%,222.55,64.00,"14,243,520.00",-,,
Ag(T+D),"4,205","4,258","4,203","4,238",8,0.19%,"4,229","7,356,774.00","31,117,957,754.00","11,688,946",多支付给空,"233,340"
NYAuTN06,344.50,346.90,343.75,346.10,1.30,0.38%,345.15,316.00,"109,071,560.00","40,312",,
NYAuTN12,349.00,351.15,348.30,350.20,1.75,0.50%,349.90,228.20,"79,853,520.00","19,744",,
PGC30g,350.68,351.55,348.00,350.48,3.28,0.94%,351.00,0.72,"252,721.80",-,,
