20110914
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,381.50,381.55,377.00,377.72,0.32,0.001,379.37,"2,802","1,063,014,640.00",　,　
Au9999&nbsp;,378.65,381.99,376.00,378.00,0.50,0.001,379.04,"3,967.20","1,503,764,394.00",　,　
Au100g,379.00,382.30,377.00,378.00,0.02,0.000,379.85,121.2,"46,038,320.00",　,　
Au(T+D),377.70,381.60,375.20,377.95,0.96,0.003,378.16,"30,000","11,344,990,600.00","133,682","6,940&nbsp;"
Pt9995&nbsp;,384.00,387.00,383.00,383.00,-3.78,-0.010,384.92,338,"130,106,000.00",　,　
Ag(T+D),8640.00,8759.00,8632.00,8693.00,20.00,0.002,8686.00,"634,946","5,515,630,964.00","2,388,360",　
