20110930
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,333.00,340.00,333.00,337.77,1.14,0.0034,338.1,"3,314","1,120,484,180.00",　,　
Au9999&nbsp;,336.00,340.00,333.50,338.49,2.49,0.0074,338.09,"3,581.60","1,210,934,036.00",　,　
Au100g,337.00,340.28,334.50,338.45,1.41,0.0042,338.23,156.2,"52,832,032.00",　,　
Au(T+D),334.85,339.68,332.60,338.08,2.29,0.0068,336.91,"22,818","7,687,749,440.00","124,328","15,094&nbsp;"
Pt9995&nbsp;,326.75,329.00,324.50,326.17,-3.33,-0.0101,327.41,666,"218,059,000.00",　,　
Ag(T+D),6560,6686,6458,6676,77,0.0117,6598,"1,044,364","6,891,174,778.00","1,724,458","31,860&nbsp;"
