20100525
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,261.00,262.49,261.00,261.37,-0.24,-0.0009,261.65,"4,332","1,133,498,500.00",&nbsp;,&nbsp;
Au9999,261.89,262.89,261.01,261.29,-0.60,-0.0023,261.79,"2,926.40","772,763,670.00",&nbsp;,&nbsp;
Au100g,262.00,263.50,261.68,261.69,-0.29,-0.0011,262.49,66.4,"17,429,566.00",&nbsp;,&nbsp;
AuT+D,261.20,262.49,260.70,261.30,-0.25,-0.001,261.59,"17,174","4,492,620,720.00","128,738","7,226"
Pt9995,354.00,355.00,346.00,346.66,-7.71,-0.0218,349.92,500,"174,960,800.00",&nbsp;,&nbsp;
Ag99.99,"4,150.00","4,150.00","4,130.00","4,135.00",-17.00,-0.0041,"4,135.00","1,200","4,962,000.00",80,&nbsp;
Ag(T+D),"4,130.00","4,148.00","4,085.00","4,092.00",-48.00,-0.0116,"4,115.00","313,202","1,289,088,202.00","642,468","12,600"
