20110504
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,321.50,321.60,320.00,321.19,-1.28,-0.004,320.37,"2,486","796,445,340.00",　,　
Au9999&nbsp;,322.00,322.80,320.00,321.67,-0.33,-0.001,320.90,"3,031.60","972,870,376.00",　,　
Au100g,321.10,323.00,319.90,321.31,-1.33,-0.004,320.66,148.2,"47,522,770.00",　,　
Au(T+D),322.00,323.00,319.95,321.11,-0.94,-0.003,320.73,"14,846","4,761,592,940.00","121,720","3,982&nbsp;"
Pt9995&nbsp;,403.00,403.00,399.75,399.75,-4.25,-0.011,400.91,232,"93,012,000.00",　,　
Ag(T+D),9650.00,9749.00,9096.00,9103.00,-742.00,-0.075,9388.00,"3,056,234","28,693,753,444.00","2,821,726","1,020&nbsp;"
