20190808
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au100g,341.00,346.00,340.00,34205.00%,2.03,0.60%,343.21,82,"28,211,918",-,,
Au99.95,344.00,344.00,340.01,34148.00%,1.48,0.44%,342.63,240,"72,806,760",-,,
Au99.99,345.00,346.49,340.50,34333.00%,3.03,0.89%,343.05,"15,732","5,143,811,902",-,,
熊猫金币30g,344.00,348.00,344.00,34698.00%,13.98,4.20%,346.48,1,"228,679",-,,
Pt99.95,202.64,203.00,202.45,20269.00%,3.88,1.95%,202.69,28,"5,675,320",-,,
iAu99.99,340.50,342.67,339.50,34099.00%,3.44,1.02%,341.06,54,"18,328,639",-,,
Ag(T+D),4141.00,4189.00,4111.00,416000.00%,106.00,2.61%,"4,155.00","18,592,794","77,259,465,126","11,920,792",多支付给空,"212,580"
Au(T+D),342.01,346.44,340.30,34220.00%,4.39,1.30%,343.17,"192,852","66,181,832,800","307,344",多支付给空,"13,406"
Au(T+N1),345.35,352.10,345.35,34805.00%,4.80,1.40%,349.00,529,"184,753,350","100,298",,
Au(T+N2),345.00,355.00,343.00,34570.00%,6.20,1.83%,345.90,318,"110,143,300","478,542",多支付给空,800
mAu(T+D),342.20,346.76,340.65,34247.00%,4.67,1.38%,343.46,"30,976","10,639,242,114","711,478",空支付给多,"61,512"
