20120829
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,341.00,341.60,340.90,341.02,0.80,0.0024,341.27,"2,220","757,627,040.00",　,　
Au9999&nbsp;,341.00,341.95,340.20,341.13,0.93,0.0027,341.15,"3,342.20","1,140,195,400.00",　,　
Au100g,340.07,341.98,340.06,341.00,0.82,0.0024,341.28,61.4,"20,954,842.00",　,　
Au(T+D),340.15,342.00,340.15,340.75,0.33,0.0010,341.17,"8,436","2,878,193,920.00","146,414","3,212&nbsp;"
Pt9995&nbsp;,326.00,326.20,325.50,326.00,-1.81,-0.0055,325.88,202,"65,828,800.00",　,　
Ag(T+D),6458.00,6480.00,6430.00,6459.00,8.00,0.0012,6461.00,"807,926","5,220,261,110.00","2,857,260","2,580&nbsp;"
