20021113
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,85.6,85.75,85.85,85.22,0.72,0.85%,85.77,229,"19,640,460"
Au99.99,85.7,85.99,86.3,85.5,0.7,0.82%,85.99,22,"1,891,880"
