20100531
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,265.90,266.50,265.90,266.04,-0.44,-0.002,266.12,"3,566","948,993,420.00",&nbsp;,&nbsp;
Au9999,266.98,266.98,265.90,266.01,-0.63,-0.002,266.27,"1,834","488,351,680.00",&nbsp;,&nbsp;
Au100g,266.60,266.98,266.00,266.58,-0.38,-0.001,266.53,16.8,"4,477,728.00",&nbsp;,&nbsp;
AuT+D,266.20,266.68,265.85,266.08,-0.37,-0.001,266.14,"7,998","2,128,630,480.00","104,454","6,008"
Pt9995,352.50,356.50,352.50,356.33,1.83,0.0052,353.00,154,"54,362,000.00",&nbsp;,&nbsp;
Ag99.99,"4,190.00","4,190.00","4,190.00","4,190.00",25.00,0.006,"4,190.00",600,"2,514,000.00",40,&nbsp;
Ag(T+D),"4,160.00","4,184.00","4,157.00","4,175.00",8.00,0.0019,"4,175.00","53,142","221,871,508.00","541,046","1,980"
