20190326
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,287.60,287.90,287.01,287.24,0.21,0.07%,287.48,"1,144.00","328,884,400.00",-,,
Au99.99,287.50,288.18,286.26,287.65,0.44,0.15%,287.71,"30,558.60","8,737,401,515.40",-,,
Au100g,288.62,288.62,286.60,286.88,-0.86,-0.30%,287.71,16.40,"4,718,526.00",-,,
iAu99.99,284.50,285.35,284.50,284.77,0.62,0.22%,285.16,"1,680.54","479,234,830.00",-,,
Au(T+D),287.29,288.30,287.12,287.15,0.45,0.16%,287.60,"70,574.00","20,297,209,120.00","272,776",空支付给多,"4,858"
Au(T+N1),288.50,289.05,288.20,288.45,0.65,0.23%,288.70,"1,238.20","357,488,450.00","726,456",多支付给空,"1,960"
Au(T+N2),290.45,291.85,290.45,291.10,0.55,0.19%,291.30,29.40,"8,564,050.00","132,080",多支付给空,
mAu(T+D),287.21,288.38,287.19,287.25,0.27,0.09%,287.83,"21,566.80","6,207,618,304.00","871,194",多支付给空,"36,650"
Pt99.95,197.20,197.20,196.50,196.71,0.59,0.30%,197.02,82.00,"16,155,800.00",-,,
Ag(T+D),"3,624","3,629","3,604","3,605",-11,-0.30%,"3,620","2,768,560.00","10,023,052,534.00","13,059,382",空支付给多,"6,000"
PGC30g,288.00,290.95,288.00,289.96,1.46,0.51%,289.96,0.18,"52,194.00",-,,
