20100121
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,250.10,250.99,247.00,247.50,-3.38,-0.0135,247.90,"4,032","999,543,100.00",&nbsp;,&nbsp;
Au9999,251.00,251.00,247.00,247.50,-3.50,-0.0139,247.98,"6,523.40","1,617,689,318.00",&nbsp;,&nbsp;
Au100g,251.00,251.00,247.50,250.28,-1.33,-0.0053,249.46,99.8,"24,867,280.00",&nbsp;,&nbsp;
AuT+D,250.01,250.40,246.60,246.91,-3.79,-0.0151,247.81,"24,986","6,191,904,160.00","120,386",288
Au(T+N1),247.28,247.28,247.28,247.28,-3.62,-0.0144,247.28,2,"494,560.00",34,&nbsp;
Pt9995,372.00,372.00,366.00,371.00,-3.93,-0.0105,370.34,420,"155,543,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,200.00","4,205.00","4,126.00","4,140.00",-63.00,-0.015,"4,158.00","247,250","1,028,287,210.00","468,304",150
