20100716
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,265.50,266.00,264.00,264.00,-1.64,-0.0062,264.73,61.2,"16,202,006.00",&nbsp;,&nbsp;
Au9995,264.50,264.51,263.00,263.74,-0.31,-0.0012,263.64,"2,812","741,367,920.00",&nbsp;,&nbsp;
Au9999,264.50,264.80,263.00,263.60,-0.43,-0.0016,263.85,"1,695","447,303,542.00",&nbsp;,&nbsp;
Pt9995,347.00,347.00,344.50,344.62,-1.15,-0.0033,345.70,142,"49,090,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,192.00","4,192.00","4,164.00","4,170.00",-4.00,-0.001,"4,176.00","129,344","540,177,482.00","769,876",210
AuT+D,264.55,264.80,262.75,263.52,-0.22,-0.0008,263.68,"12,312","3,246,500,280.00","108,482","11,478"
