20110225
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,299.50,300.00,297.45,298.26,-0.7,-0.0023,297.93,"3,734","1,112,485,420.00",　,　
Au9999&nbsp;,299.85,300.00,297.50,298.32,-0.73,-0.0024,298.07,"4,703.20","1,402,872,672.00",　,　
Au100g,300.40,301.02,298.20,298.87,-1,-0.0033,298.85,66.4,"19,844,200.00",　,　
Au(T+D),299.45,300.05,297.00,298.14,-0.93,-0.0031,298.30,"14,826","4,422,697,860.00","103,254","7,984&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",393.50,394.75,391.00,392,0.5,0.0013,392.87,550,"216,079,000.00",　,　
Ag(T+D),7148,7159,6890,7008,-135,-0.0189,7028,"967,322","6,798,572,278.00","2,002,806","4,350&nbsp;"
