20120418
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,335.00,336.70,335.00,336.27,0.72,0.0021,336.31,"2,382","801,101,940.00",　,　
Au9999&nbsp;,336.90,336.90,333.50,336.39,0.84,0.0025,336.27,"4,590.80","1,543,536,280.00",　,　
Au100g,336.00,337.25,334.00,337.00,1.03,0.0031,336.16,70.4,"23,665,800.00",　,　
Au(T+D),336.50,336.85,333.15,336.29,0.48,0.0014,335.60,"18,014","6,045,509,640.00","138,338","8,168&nbsp;"
Pt9995&nbsp;,334.50,337.00,334.50,337.00,3.68,0.0110,336.24,66,"22,192,000.00",　,　
Ag(T+D),6604.00,6628.00,6543.00,6609.00,42.00,0.0064,6598.00,"812,422","5,360,951,038.00","2,442,050","2,040&nbsp;"
