20100720
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,258.50,259.20,258.30,259.12,-1.21,-0.005,258.86,"3,520","911,190,420.00",&nbsp;,&nbsp;
Au9999&nbsp;,259.90,260.00,258.20,259.00,-1.65,-0.006,258.99,"2,695.20","698,082,142.00",&nbsp;,&nbsp;
Au100g,260.50,262.00,259.30,259.50,-2.00,-0.008,260.02,110,"28,603,046.00",&nbsp;,&nbsp;
Au(T+D),258.99,258.99,257.80,258.84,-1.28,-0.005,258.44,"24,578","6,351,962,240.00","110,904","2,680&nbsp;"
Pt9995&nbsp;,340.50,343.50,340.50,342.50,0.00,0.000,342.54,214,"73,305,000.00",&nbsp;,&nbsp;
Ag(T+D),4120.00,4125.00,4100.00,4113.00,-18.00,-0.004,4112.00,"250,514","1,030,320,482.00","872,262",&nbsp;
