20100826
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,270.90,271.80,270.20,271.73,2.06,0.008,270.95,76.2,"20,646,912.00",　,　
Au9995,270.00,271.70,270.00,271.56,2.22,0.008,271.11,"3,724","1,009,638,200.00",　,　
Au9999,270.00,271.90,270.00,271.82,2.15,0.008,271.12,"2,514.40","678,638,310.00",　,　
Pt9995,344.00,349.00,344.00,348.33,4.50,0.013,348.02,34,"11,833,000.00",　,　
Ag(T+D),4220.00,4268.00,4215.00,4265.00,73.00,0.017,4242.00,"691,554","2,933,753,750.00","788,118","2,070"
AuT+D,270.48,271.70,270.23,271.70,2.29,0.009,270.92,"20,266","5,490,665,300.00","118,836","3,266"
