20021226
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,92.2,92.3,92.3,92.18,0.14,0.15%,92.23,436,"40,211,190"
Au99.99,92.55,93.01,93.08,92.55,-0.04,-0.04%,92.95,71,"6,599,720"
