20120531
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,321.50,322.15,321.01,321.50,3.57,0.0112,321.37,"1,430","459,570,500.00",　,　
Au9999&nbsp;,319.90,322.30,316.00,321.75,3.36,0.0106,321.15,"2,431.40","780,850,428.00",　,　
Au100g&nbsp;,318.73,322.00,316.50,321.71,2.98,0.0093,319.44,71.8,"22,935,882.00",　,　
Au(T+D),318.10,322.29,315.51,321.67,2.05,0.0064,319.96,"18,956","6,065,232,600.00","158,800","8,286&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",300.50,302.00,299.50,301.31,-1.33,-0.0044,300.89,338,"101,703,200.00",　,　
Ag(T+D),5849.00,5918.00,5780.00,5895.00,-4.00,-0.0007,5861.00,"1,249,922","7,326,086,478.00","2,913,070","8,220&nbsp;"
