20110121
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,292.50,292.50,290.58,292.00,-1.84,-0.0063,290.92,"3,902","1,135,171,900.00",　,　
Au9999&nbsp;,293.50,293.50,290.50,291.01,-2.9,-0.0099,291.01,"11,208.60","3,264,247,868.00",　,　
Au100g,295.00,296.80,293.00,296.76,0.89,0.003,293.85,96.6,"28,386,448.00",　,　
Au(T+D),291.00,291.50,288.78,288.87,-3.33,-0.0114,289.53,"22,866","6,620,491,960.00","157,692",114&nbsp;
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",399.00,399.00,396.50,396.69,-5,-0.0124,397.20,310,"123,133,000.00",　,　
Ag(T+D),6280,6310,6140,6173,-153,-0.0242,6231,"986,254","6,145,476,828.00","1,815,880","5,190&nbsp;"
