20120111
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,334.80,335.80,333.00,335.58,3.68,0.0111,334.69,"5,666","1,896,383,600.00",　,　
Au9999&nbsp;,336.80,337.00,333.70,335.50,3.45,0.0104,334.64,"5,768.80","1,930,483,812.00",　,　
Au100g,335.20,336.40,333.80,336.23,4.26,0.0128,334.72,58.2,"19,481,232.00",　,　
Au(T+D),334.72,335.89,333.35,335.46,4.62,0.0140,334.41,"27,454","9,181,066,320.00","144,402",560&nbsp;
Pt9995&nbsp;,312.50,314.00,312.50,314.00,7.50,0.0245,313.50,100,"31,350,000.00",　,　
Ag(T+D),6295.00,6358.00,6283.00,6324.00,207.00,0.0338,6313.00,"855,632","5,402,414,586.00","2,010,462",60&nbsp;
