20190419
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,279.40,279.80,279.20,279.35,1.41,0.51%,279.39,556.00,"155,343,360.00",-,,
Au99.99,280.20,280.20,278.07,279.61,0.91,0.33%,279.43,"17,837.10","4,971,063,459.80",-,,
Au100g,280.84,280.84,279.10,279.97,1.64,0.59%,280.10,11.80,"3,305,242.00",-,,
iAu99.99,273.80,274.50,273.55,273.97,0.14,0.05%,273.97,0.34,"93,152.00",-,,
Au(T+D),278.91,279.76,278.50,279.44,1.08,0.39%,279.29,"65,482.00","18,289,005,460.00","249,476",空支付给多,"34,744"
Au(T+N1),279.15,279.85,278.75,279.70,1.40,0.50%,279.15,188.20,"52,533,510.00","704,040",多支付给空,"2,000"
Au(T+N2),280.50,282.80,280.50,282.80,1.40,0.50%,282.35,128.40,"36,255,730.00","309,854",多支付给空,"4,800"
mAu(T+D),278.78,279.70,278.50,279.50,0.97,0.35%,279.24,"6,198.80","1,730,975,592.00","866,470",多支付给空,"74,974"
Pt99.95,201.91,204.60,201.91,204.35,3.48,1.73%,203.73,128.00,"26,078,460.00",-,,
Ag(T+D),"3,514","3,526","3,513","3,517",3,0.09%,"3,519","1,149,084.00","4,044,365,952.00","13,546,286",多支付给空,"158,850"
PGC30g,284.00,284.50,284.00,284.06,1.56,0.55%,284.03,0.84,"238,590.00",-,,
