20100119
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,251.00,252.30,251.00,252.25,0.65,0.0026,251.93,"4,090","1,030,422,980.00",&nbsp;,&nbsp;
Au9999,252.50,252.50,250.40,252.35,0.77,0.0031,251.88,"3,687","928,710,608.00",&nbsp;,&nbsp;
Au100g,252.70,252.70,251.00,252.62,0.15,0.0006,252.17,27.6,"6,960,042.00",&nbsp;,&nbsp;
AuT+D,250.95,252.10,249.90,251.99,1.04,0.0041,251.25,"6,468","1,625,103,440.00","109,650",70
Au(T+N1),251.40,251.40,251.40,251.40,0.70,0.0028,251.40,4,"1,005,600.00",34,&nbsp;
Au(T+N2),251.30,251.70,251.30,251.50,10.35,0.0429,251.50,400,"100,600,000.00",2,&nbsp;
Pt9995,368.00,373.00,368.00,373.00,3.78,0.0102,372.08,218,"81,114,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,192.00","4,224.00","4,183.00","4,219.00",24.00,0.0057,"4,211.00","72,028","303,368,476.00","416,838",660
