20100705
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,264.00,264.81,264.00,264.53,0.89,0.0034,264.53,"4,068","1,076,144,620.00",&nbsp;,&nbsp;
Au9999,272.50,272.50,264.00,264.71,0.89,0.0034,264.79,"1,751","463,789,014.00",&nbsp;,&nbsp;
Au100g,266.00,269.00,266.00,267.53,2.15,0.0081,268.00,30.4,"8,147,344.00",&nbsp;,&nbsp;
AuT+D,263.82,264.65,263.72,264.34,0.74,0.0028,264.21,"7,170","1,894,430,520.00","114,206","4,786"
Pt9995,342.50,343.50,340.30,340.30,-1.70,-0.005,341.98,370,"126,535,000.00",&nbsp;,&nbsp;
Ag99.99,"4,155.00","4,155.00","4,155.00","4,155.00",-25.00,-0.006,"4,155.00",900,"3,739,500.00",60,&nbsp;
Ag(T+D),"4,155.00","4,155.00","4,131.00","4,136.00",-10.00,-0.0024,"4,139.00","92,932","384,660,276.00","752,590","3,480"
