20100607
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,267.30,267.85,266.85,267.17,2.17,0.008,267.50,"3,270","874,729,840.00",&nbsp;,&nbsp;
Au9999&nbsp;,267.00,267.99,266.90,267.21,2.55,0.010,267.60,"1,741.20","466,049,294.00",&nbsp;,&nbsp;
Au100g,268.10,268.68,267.26,267.50,1.69,0.006,267.82,32.2,"8,624,100.00",&nbsp;,&nbsp;
Au(T+D),266.68,267.85,266.68,267.03,2.35,0.009,267.36,"8,546","2,284,906,020.00","107,592","4,008&nbsp;"
Pt9995&nbsp;,343.00,343.50,342.00,342.00,-10.10,-0.029,342.93,352,"120,713,000.00",&nbsp;,&nbsp;
Ag99.99&nbsp;,4090.00,4090.00,4090.00,4090.00,-60.00,-0.015,4090.00,900,"3,681,000.00",60,&nbsp;
Ag(T+D),4055.00,4081.00,4049.00,4070.00,-41.00,-0.010,4068.00,"270,048","1,098,707,702.00","671,638","7,920&nbsp;"
