20100727
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,262.00,262.00,259.90,260.02,-1.74,-0.007,260.31,53.2,"13,848,988.00",&nbsp;,&nbsp;
Au9995,259.00,260.00,259.00,259.09,-1.99,-0.008,259.54,"2,974","771,873,500.00",&nbsp;,&nbsp;
Au9999,261.85,261.85,258.99,259.50,-1.70,-0.007,259.56,"2,588.80","672,099,838.00",&nbsp;,&nbsp;
Pt9995,351.00,353.50,351.00,353.33,2.91,0.0083,353.37,102,"36,044,000.00",&nbsp;,&nbsp;
Ag99.99,"4,190.00","4,190.00","4,190.00","4,190.00",40.00,0.0096,"4,190.00",120,"502,800.00",8,&nbsp;
Ag(T+D),"4,163.00","4,164.00","4,140.00","4,153.00",-9.00,-0.002,"4,153.00","114,250","474,484,422.00","775,482",&nbsp;
AuT+D,260.60,260.90,258.50,259.20,-1.78,-0.007,259.23,"18,140","4,702,559,220.00","105,714","4,112"
Au(T+N2),260.00,260.00,260.00,260.00,1.50,0.0058,260.00,2,"520,000.00",2,&nbsp;
