20120717
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,327.18,327.70,326.80,327.05,0.69,0.0021,327.35,"1,858","608,231,640.00",　,　
Au9999&nbsp;,327.49,327.75,326.10,327.19,0.68,0.0021,327.36,"3,153","1,032,296,482.00",　,　
Au100g,326.60,327.98,326.50,327.76,1.2,0.0037,327.22,42.6,"13,939,878.00",　,　
Au(T+D),326.51,327.72,326.10,327.10,1.15,0.0035,327.14,"12,134","3,969,626,380.00","131,372","5,456&nbsp;"
Pt9995&nbsp;,305.60,307.00,305.50,306.64,-1.11,-0.0036,306.23,266,"81,457,600.00",　,　
Ag(T+D),5777,5820,5760,5791,20,0.0035,5791,"695,532","4,028,011,546.00","3,122,910","6,690&nbsp;"
