20110825
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,369.90,369.90,358.90,360.78,-19.53,-0.051,361.94,"3,356","1,214,690,040.00",　,　
Au9999&nbsp;,386.00,386.00,358.90,361.01,-19.44,-0.051,363.20,"7,135.40","2,591,605,776.00",　,　
Au100g,380.00,380.00,359.30,362.17,-18.74,-0.049,366.44,433.2,"158,743,704.00",　,　
Au(T+D),378.90,379.43,358.51,360.32,-20.18,-0.053,366.19,"78,256","28,656,670,680.00","135,076","9,260&nbsp;"
Pt9995&nbsp;,390.00,392.00,383.00,385.00,-12.00,-0.030,385.83,342,"131,955,000.00",　,　
Ag(T+D),8780.00,8820.00,8436.00,8497.00,-379.00,-0.043,8590.00,"1,801,300","15,473,511,702.00","2,288,192","1,920&nbsp;"
