20100527
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,265.99,267.20,265.80,266.00,1.16,0.0044,266.59,"2,818","751,273,140.00",&nbsp;,&nbsp;
Au9999,266.50,267.40,265.61,266.06,0.86,0.0032,266.67,"1,689.40","450,514,274.00",&nbsp;,&nbsp;
Au100g,267.00,267.50,266.00,266.45,1.24,0.0047,266.93,99,"26,426,246.00",&nbsp;,&nbsp;
AuT+D,265.40,267.30,265.40,266.00,1.33,0.005,266.39,"28,982","7,720,678,700.00","112,322","6,152"
Pt9995,350.50,352.50,347.00,351.95,2.80,0.008,349.45,142,"49,623,000.00",&nbsp;,&nbsp;
Ag99.99,"4,165.00","4,165.00","4,165.00","4,165.00",-5.00,-0.0012,"4,165.00",900,"3,748,500.00",60,&nbsp;
Ag(T+D),"4,164.00","4,170.00","4,147.00","4,152.00",11.00,0.0027,"4,158.00","167,964","698,469,308.00","595,108",480
