20130925
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,260.00,263.30,259.90,262.32,-0.16,-0.0006,262.52,"2,640","693,075,240.00",　,　
Au9999&nbsp;,260.00,263.50,260.00,262.20,-0.25,-0.001,262.56,"13,600.20","3,570,856,192.00",　,　
Au100g&nbsp;,260.20,264.80,260.20,263.39,-0.47,-0.0018,263.40,28.4,"7,480,776.00",　,　
Au(T+D)&nbsp;,260.30,263.35,259.03,262.36,-0.27,-0.001,262.09,"31,394","8,228,243,860.00","169,224","8,670&nbsp;"
Pt9995&nbsp;,296.00,297.00,296.00,296.31,0.81,0.0027,296.31,38,"11,260,000.00",　,　
Ag(T+D)&nbsp;,4295,4393,4278,4363,-12,-0.0027,4344,"1,750,270","7,604,354,712.00","3,496,846","2,280&nbsp;"
