20100122
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,245.50,245.70,242.65,244.25,-3.25,-0.0131,243.77,"5,674","1,383,207,340.00",&nbsp;,&nbsp;
Au9999,247.50,247.50,242.80,244.27,-3.23,-0.0131,243.88,"5,538.80","1,350,824,766.00",&nbsp;,&nbsp;
Au100g,247.50,248.40,245.50,245.52,-4.76,-0.019,246.47,92.8,"22,872,858.00",&nbsp;,&nbsp;
AuT+D,245.00,245.70,241.84,243.37,-3.54,-0.0143,243.72,"29,066","7,084,090,180.00","121,686","3,772"
Au(T+N1),242.90,242.90,242.90,242.90,-4.38,-0.0177,242.90,4,"971,600.00",34,&nbsp;
Pt9995,367.00,367.00,355.50,357.01,-13.99,-0.0377,358.97,954,"342,460,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,110.00","4,111.00","3,866.00","4,049.00",-91.00,-0.022,"4,052.00","321,998","1,304,860,050.00","485,658","3,360"
