20110128
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,286.00,286.00,281.20,282.41,-4.69,-0.0163,282.29,"3,446","972,802,080.00",　,　
Au9999&nbsp;,287.00,287.30,281.20,282.58,-4.77,-0.0166,282.61,"11,805.60","3,353,520,696.00",　,　
Au100g&nbsp;,289.90,289.90,281.50,285.26,-4.23,-0.0146,285.04,121.2,"34,547,080.00",　,　
Au(T+D),285.20,286.87,281.10,282.50,-4.5,-0.0157,283.39,"30,438","8,625,965,340.00","168,402","11,400&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",390.00,391.00,388.00,390.54,-6.46,-0.0163,389.39,146,"56,851,000.00",　,　
Ag(T+D),6085,6144,5970,6026,-100,-0.0163,6047,"767,442","4,641,228,808.00","1,852,156","6,660&nbsp;"
