20140430
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,260.80,260.80,260.00,260.20,0.20,0.0008,260.4,"1,938","504,670,200.00",　,　
Au9999&nbsp;,260.30,261.20,260.12,260.26,0.17,0.0007,260.53,"10,444.12","2,721,008,544.20",　,　
Au100g,261.49,261.49,260.12,260.41,0.10,0.0004,260.82,35.6,"9,285,374.00",　,　
Au(T+D),260.80,261.30,260.00,260.24,-0.43,-0.0016,260.62,"20,322","5,296,449,980.00","150,320","14,110"
mAu(T+D),261.08,261.30,260.20,260.47,-0.42,-0.0016,260.67,944.4,"246,179,702.00","51,898","4,714"
Pt9995&nbsp;,300.50,301.00,300.50,300.50,2.12,0.0071,300.83,222,"66,786,000.00",　,　
Ag99.99&nbsp;,4095,4095,4095,4095,-42,-0.0102,4095,150,"614,250.00",10,　
Ag(T+D),4077,4087,4063,4069,-13,-0.0032,4072,"584,210","2,379,444,934.00","3,972,672",　
