20130111
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,334.00,336.20,334.00,335.73,2.07,0.0062,335.78,"3,992","1,340,452,880.00",　,　
Au9999&nbsp;,334.45,336.47,333.20,335.93,2.23,0.0067,335.88,"7,342.60","2,466,297,824.00",　,　
Au100g,334.99,336.48,334.21,336.12,2.06,0.0062,336.05,82.6,"27,758,414.00",　,　
Au(T+D),333.50,336.29,332.70,335.64,2.71,0.0081,335.43,"18,710","6,276,035,260.00","135,972","27,196&nbsp;"
Pt9995&nbsp;,339.98,342.00,339.98,342.00,6.18,0.0184,341.68,230,"78,587,880.00",　,　
Ag(T+D),6270.00,6360.00,6263.00,6342.00,88,0.0141,6326.00,"1,275,602","8,070,708,186.00","3,465,698","2,400&nbsp;"
