20130205
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au100g&nbsp;,337.49,338.00,336.05,337.97,0.55,0.0016,337.63,48.8,"16,476,792.00",　,　
Au9995&nbsp;,336.00,337.45,336.00,337.21,0.64,0.0019,337.18,"2,124","716,190,980.00",　,　
Au9999&nbsp;,336.74,337.60,335.42,337.10,0.36,0.0011,337.13,"9,036.80","3,046,588,584.00",　,　
Au(T+D)&nbsp;,335.35,337.47,335.11,337.09,0.71,0.0021,336.69,"18,142","6,108,281,680.00","162,794","8,910&nbsp;"
Pt9995&nbsp;,354.00,354.00,353.00,353.30,-2.15,-0.006,353.21,52,"18,367,000.00",　,　
Ag(T+D),6466,6519,6450,6495,-11,-0.0017,6486,"793,118","5,144,655,074.00","3,187,050",　
