20130712
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,259.00,259.50,256.80,257.01,-2.43,-0.0094,258.62,"3,188","824,502,940.00",　,　
Au9999&nbsp;,259.37,259.80,256.80,257.59,-1.78,-0.0069,258.45,"17,035.80","4,402,924,768.00",　,　
Au100g,259.77,259.77,257.00,257.03,-2.74,-0.0105,258.70,72.6,"18,782,186.00",　,　
Au(T+D),259.40,259.45,256.81,257.35,-0.32,-0.0012,258.35,"24,434","6,312,701,700.00","208,942","13,222&nbsp;"
Pt9995&nbsp;,293.50,293.50,291.00,291.80,1.4,0.0048,293.04,194,"56,851,000.00",　,　
Ag(T+D),4022.00,4029.00,3950.00,3971.00,21,0.0053,3988.00,"2,249,542","8,972,571,912.00","3,419,280","1,020&nbsp;"
