20111221
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,330.00,333.40,330.00,333.22,4.68,0.0142,332.97,"6,576","2,189,654,920.00",　,　
Au9999&nbsp;,330.80,333.60,328.70,333.20,4.55,0.0138,332.97,"6,893","2,295,228,358.00",　,　
Au100g,331.50,334.50,329.00,333.80,4.89,0.0149,332.95,65.8,"21,908,232.00",　,　
Au(T+D),329.15,333.45,328.10,333.04,5.56,0.0170,331.94,"45,528","15,112,665,580.00","149,370","6,130&nbsp;"
Pt9995&nbsp;,309.50,309.50,309.00,309.00,4.50,0.0148,309.09,138,"42,654,500.00",　,　
Ag(T+D),6226.00,6288.00,6183.00,6270.00,102.00,0.0165,6242.00,"745,598","4,654,378,054.00","2,175,578","6,240&nbsp;"
