20110112
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,300.10,301.00,299.50,299.51,-0.22,-0.001,300.10,"3,998","1,199,832,820.00",　,　
Au9999&nbsp;,300.50,301.01,299.20,299.22,-0.57,-0.002,300.17,"6,618.40","1,987,172,124.00",　,　
Au100g,301.90,301.90,299.60,300.10,0.17,0.001,300.53,46.8,"14,065,158.00",　,　
Au(T+D),297.61,298.18,296.40,297.15,-0.08,0.000,297.39,"9,880","2,938,306,640.00","144,546",　
Pt9995&nbsp;,390.00,391.00,390.00,390.75,5.89,0.015,390.76,176,"68,774,500.00",　,　
Ag(T+D),6503.00,6523.00,6474.00,6505.00,44.00,0.007,6504.00,"482,574","3,138,827,994.00","1,513,732",300&nbsp;
