20030307
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,94.9,94.79,94.9,94.7,0.23,0.24%,94.8,603,"57,165,440"
Au99.99,94.9,94.89,95,94.81,0.28,0.30%,94.92,199,"18,888,980"
