20111114
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,365.90,366.30,364.51,364.70,3.57,0.0099,365.76,"3,200","1,170,460,040.00",　,　
Au9999&nbsp;,366.00,366.50,365.10,365.70,4.51,0.0125,365.92,"2,541","929,804,820.00",　,　
Au100g,366.00,366.40,365.11,365.67,4.51,0.0125,365.89,74.4,"27,222,868.00",　,　
Au(T+D),365.60,366.27,365.10,365.23,5.31,0.0148,365.81,"14,428","5,277,931,720.00","128,720","5,054&nbsp;"
Pt9995&nbsp;,351.00,351.00,350.50,350.93,3.93,0.0113,350.97,80,"28,078,000.00",　,　
Ag(T+D),7299.00,7327.00,7273.00,7287.00,165.00,0.0232,7295.00,"495,458","3,614,516,244.00","1,858,860",90&nbsp;
