20191217
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,333.00,333.50,333.00,333.38,-0.22,-0.07%,333.29,746.00,"248,637,820.00",-,,
Au99.99,334.86,334.86,333.00,333.71,-0.45,-0.13%,333.63,"24,435.72","7,963,445,302.60",-,,
Au100g,333.50,334.80,333.35,334.60,0.61,0.18%,333.79,24.00,"8,011,008.00",-,,
iAu99.99,331.80,332.00,331.80,331.99,0.19,0.06%,331.99,100.20,"33,266,360.00",-,,
Au(T+D),333.35,334.00,332.55,333.47,1.24,0.37%,333.31,"40,334.00","13,444,035,540.00","245,244",空支付给多,"8,118"
Au(T+N1),338.05,338.40,337.60,338.05,2.25,0.67%,338.05,39.80,"13,455,500.00","108,654",,
Au(T+N2),340.80,341.25,340.50,340.95,0.40,0.12%,340.60,"1,627.80","554,410,250.00","34,100",,
mAu(T+D),333.60,334.20,332.70,333.47,0.94,0.28%,333.46,"5,085.60","1,695,875,298.00","1,055,068",多支付给空,"27,210"
Pt99.95,216.00,216.48,214.98,216.33,-0.11,-0.05%,216.05,164.00,"35,432,360.00",-,,
Ag(T+D),"4,110","4,121","4,094","4,108",23,0.56%,"4,106","5,110,226.00","20,985,334,014.00","13,210,770",多支付给空,"165,240"
沪纽金TN06,337.25,337.95,336.50,337.45,1.50,0.45%,337.15,232.20,"78,288,300.00","38,092",,
沪纽金TN12,341.55,342.00,341.00,341.85,2.30,0.68%,341.55,108.20,"36,955,190.00","4,704",,
熊猫金币30g,339.42,339.62,339.42,339.52,0.54,0.16%,339.52,0.12,"40,742.40",-,,
