20200227
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,372.00,372.05,371.90,371.99,0.63,0.17%,371.99,26.00,"9,671,800.00",-,,
Au99.99,373.16,373.16,367.30,371.30,-0.46,-0.12%,372.29,"11,756.44","4,142,905,870.60",-,,
Au100g,370.31,372.94,366.50,371.95,0.93,0.25%,371.07,46.80,"17,366,528.00",-,,
iAu99.99,370.00,372.29,367.50,371.99,0.39,0.11%,371.99,"7,579.14","2,819,436,808.20",-,,
Au(T+D),371.73,372.97,367.26,371.25,-0.40,-0.11%,370.92,"101,950.00","37,815,845,360.00","262,480",多支付给空,"5,772"
Au(T+N1),373.00,375.90,370.25,375.65,1.60,0.43%,374.70,108.40,"40,620,660.00","149,934",多支付给空,400
Au(T+N2),377.00,379.95,374.00,379.45,2.10,0.56%,378.60,38.40,"14,538,810.00","110,010",,
mAu(T+D),371.65,372.95,367.32,371.50,-0.20,-0.05%,370.88,"19,827.20","7,353,521,526.00","1,086,680",空支付给多,"34,880"
Pt99.95,213.00,215.05,211.71,213.60,-3.98,-1.83%,214.14,562.00,"120,349,060.00",-,,
Ag(T+D),"4,364","4,372","4,304","4,349",-35,-0.80%,"4,340","12,548,916.00","54,472,171,450.00","13,414,966",多支付给空,"26,700"
NYAuTN06,372.40,373.50,367.90,372.05,-0.20,-0.05%,371.70,425.40,"158,120,240.00","39,898",,
NYAuTN12,376.50,377.70,372.00,375.90,0.35,0.09%,375.30,139.20,"52,241,860.00","24,464",,
PGC30g,378.43,378.63,377.62,378.03,1.30,0.35%,378.13,0.48,"181,506.60",-,,
