20110915
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,380.20,380.20,373.40,374.97,-2.75,-0.007,374.99,"3,794","1,422,715,140.00",　,　
Au9999&nbsp;,379.50,379.50,373.50,374.98,-3.02,-0.008,375.27,"5,011.20","1,880,555,758.00",　,　
Au100g,378.58,379.00,374.80,376.82,-1.18,-0.003,376.67,159.8,"60,193,132.00",　,　
Au50g,379.50,381.50,379.50,380.50,0.50,0.001,380.50,20,"7,610,000.00",　,　
Au(T+D),377.51,378.48,373.07,374.53,-3.42,-0.009,375.43,"28,964","10,874,101,740.00","142,452","7,822&nbsp;"
Pt9995&nbsp;,384.50,384.50,379.50,380.50,-2.50,-0.007,381.97,334,"127,578,500.00",　,　
Ag(T+D),8725.00,8726.00,8610.00,8624.00,-69.00,-0.008,8653.00,"558,060","4,829,413,648.00","2,553,268",120&nbsp;
