20100524
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,260.50,261.97,259.50,261.61,2.30,0.0089,260.98,"3,484","909,288,960.00",&nbsp;,&nbsp;
Au9999,262.89,262.89,260.01,261.89,2.09,0.008,260.93,"2,112","551,282,130.00",&nbsp;,&nbsp;
Au100g,261.00,262.50,260.90,261.98,2.18,0.0084,261.48,66.4,"17,362,576.00",&nbsp;,&nbsp;
AuT+D,260.78,261.66,259.61,261.55,2.52,0.0097,260.88,"22,902","5,974,708,900.00","129,514","9,450"
Pt9995,347.00,355.50,345.00,354.37,4.90,0.014,349.37,586,"204,731,000.00",&nbsp;,&nbsp;
Ag99.99,"4,150.00","4,155.00","4,150.00","4,152.00",48.00,0.0117,"4,152.00","1,500","6,228,000.00",100,&nbsp;
Ag(T+D),"4,106.00","4,141.00","4,099.00","4,140.00",55.00,0.0135,"4,119.00","129,412","533,108,722.00","590,950",150
