20140523
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,260.40,260.45,259.85,260.00,0.02,0.0001,259.98,"3,770","980,142,020.00",　,　
Au9999&nbsp;,260.50,260.50,259.70,260.01,-0.09,-0.0003,260.06,"9,983.44","2,596,305,785.80",　,　
Au100g,260.10,260.70,260.03,260.10,0.04,0.0002,260.32,29,"7,549,546.00",　,　
Au(T+D),260.50,260.58,259.62,259.90,0.38,0.0015,260.06,"23,372","6,078,266,320.00","143,378","15,102"
mAu(T+D),260.40,260.50,259.70,260.17,0.57,0.0022,260.15,"1,158.20","301,311,462.00","80,296","4,504"
Pt9995&nbsp;,312.50,312.75,311.50,312.53,2.78,0.009,312.08,266,"83,013,500.00",　,　
Ag99.99&nbsp;,4160,4165,4160,4163,8,0.0019,4163,"3,000","12,489,000.00",200,　
Ag(T+D),4126,4126,4104,4114,6,0.0015,4114,"718,418","2,955,746,462.00","4,824,786",　
