20030410
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,87.4,87.39,87.5,87.3,0.69,0.80%,87.41,804,"70,276,950"
Au99.99,87.45,87.41,87.63,87.41,0.55,0.63%,87.57,356,"31,174,730"
